date,sku,name,url,price,stock,availability,model,memory_gb,brand,rolling_median,ever_min,is_sale,is_low,pct_off
2025-10-15,87320,Raspberry Pi 4 Model B;  Broadcom BCM2711 Quad core Cortex-A72 (ARM v8) 64-bit SoC;  2GB DDR4 RAM,https://www.microcenter.com/product/621439/raspberry-pi-4-model-b,44.99,Buy In Store,Buy In Store,Pi 4,2.0,Raspberry Pi,,44.99,False,True,
2025-10-13,892919,Raspberry Pi Mouse 2 - (White),https://www.microcenter.com/product/697848/raspberry-pi-mouse-2-(white),7.99,In Stock,Usually ships,Accessory,,Raspberry Pi,,7.99,False,True,
2025-10-15,892919,Raspberry Pi Mouse 2 - (White),https://www.microcenter.com/product/697848/raspberry-pi-mouse-2-(white),7.99,In Stock,Usually ships,Accessory,,Raspberry Pi,,7.99,False,True,
2025-10-13,892984,Raspberry Pi M.2 HAT+ (Compact),https://www.microcenter.com/product/697844/raspberry-pi-m2-hat-(compact),14.99,Buy In Store,Buy In Store,Accessory,,Raspberry Pi,,14.99,False,True,
2025-10-15,892984,Raspberry Pi M.2 HAT+ (Compact),https://www.microcenter.com/product/697844/raspberry-pi-m2-hat-(compact),14.99,Buy In Store,Buy In Store,Accessory,,Raspberry Pi,,14.99,False,True,
2025-10-13,917096,Raspberry Pi 500 PLUS,https://www.microcenter.com/product/699777/raspberry-pi-500-plus,179.99,Buy In Store,Buy In Store,Pi 5,,Raspberry Pi,,179.99,False,True,
2025-10-15,917096,Raspberry Pi 500 PLUS,https://www.microcenter.com/product/699777/raspberry-pi-500-plus,179.99,Buy In Store,Buy In Store,Pi 5,,Raspberry Pi,,179.99,False,True,
2025-10-13,917112,Raspberry Pi RASPBERRY PI 500 PLUS KIT,https://www.microcenter.com/product/699778/raspberry-pi-raspberry-pi-500-plus-kit,199.99,Buy In Store,Buy In Store,Pi 5,,Raspberry Pi,,199.99,False,True,
2025-10-15,917112,Raspberry Pi RASPBERRY PI 500 PLUS KIT,https://www.microcenter.com/product/699778/raspberry-pi-raspberry-pi-500-plus-kit,199.99,Buy In Store,Buy In Store,Pi 5,,Raspberry Pi,,199.99,False,True,
2025-10-13,938035,Raspberry Pi 5;  ARM Cortex A76 Quad Core Processor;  16GB LPDDR4X RAM,https://www.microcenter.com/product/702590/raspberry-pi-5,99.99,Buy In Store,In-Store Pickup,Pi 5,16.0,Raspberry Pi,,99.99,False,True,
2025-10-15,938035,Raspberry Pi 5;  ARM Cortex A76 Quad Core Processor;  16GB LPDDR4X RAM,https://www.microcenter.com/product/702590/raspberry-pi-5,99.99,Buy In Store,In-Store Pickup,Pi 5,16.0,Raspberry Pi,,99.99,False,True,
2025-10-13,950097,Raspberry Pi 4 Official 15W Power Supply US - White;  5.1V / 3.0A DC output;  96-264Vac operating input range;  Short circuit/overcurrent/over temperature protection,https://www.microcenter.com/product/608169/raspberry-pi-4-official-15w-power-supply-us-white,7.99,In Stock,Usually ships,Pi 4,,Raspberry Pi,,7.99,False,True,
2025-10-15,950097,Raspberry Pi 4 Official 15W Power Supply US - White;  5.1V / 3.0A DC output;  96-264Vac operating input range;  Short circuit/overcurrent/over temperature protection,https://www.microcenter.com/product/608169/raspberry-pi-4-official-15w-power-supply-us-white,7.99,In Stock,Usually ships,Pi 4,,Raspberry Pi,,7.99,False,True,
2025-10-13,950105,Raspberry Pi 4 Official 15W Power Supply US - Black;  5.1V / 3.0A DC output;  96-264Vac operating input range;  Short circuit/overcurrent/over temperature protection,https://www.microcenter.com/product/608170/raspberry-pi-4-official-15w-power-supply-us-black,7.99,In Stock,Usually ships,Pi 4,,Raspberry Pi,,7.99,False,True,
2025-10-15,950105,Raspberry Pi 4 Official 15W Power Supply US - Black;  5.1V / 3.0A DC output;  96-264Vac operating input range;  Short circuit/overcurrent/over temperature protection,https://www.microcenter.com/product/608170/raspberry-pi-4-official-15w-power-supply-us-black,7.99,In Stock,Usually ships,Pi 4,,Raspberry Pi,,7.99,False,True,
2025-10-13,950113,Raspberry Pi 4 Official Case - Red/White,https://www.microcenter.com/product/608178/raspberry-pi-4-official-case-red-white,4.99,In Stock,Usually ships,Pi 4,,Raspberry Pi,,4.99,False,True,
2025-10-15,950113,Raspberry Pi 4 Official Case - Red/White,https://www.microcenter.com/product/608178/raspberry-pi-4-official-case-red-white,4.99,In Stock,Usually ships,Pi 4,,Raspberry Pi,,4.99,False,True,
2025-10-13,950121,Raspberry Pi 4 Official Case - Black/Gray,https://www.microcenter.com/product/608179/raspberry-pi-4-official-case-black-gray,4.99,In Stock,Usually ships,Pi 4,,Raspberry Pi,,4.99,False,True,
2025-10-15,950121,Raspberry Pi 4 Official Case - Black/Gray,https://www.microcenter.com/product/608179/raspberry-pi-4-official-case-black-gray,4.99,In Stock,Usually ships,Pi 4,,Raspberry Pi,,4.99,False,True,
2025-10-13,950402,"Raspberry Pi Micro-HDMI to Standard HDMI (A/M), 1m cable","https://www.microcenter.com/product/608177/raspberry-pi-micro-hdmi-to-standard-hdmi-(a-m),-1m-cable",7.99,In Stock,Usually ships,Accessory,,Raspberry Pi,,7.99,False,True,
2025-10-15,950402,"Raspberry Pi Micro-HDMI to Standard HDMI (A/M), 1m cable","https://www.microcenter.com/product/608177/raspberry-pi-micro-hdmi-to-standard-hdmi-(a-m),-1m-cable",7.99,In Stock,Usually ships,Accessory,,Raspberry Pi,,7.99,False,True,
2025-10-13,991380,Raspberry Pi Model 3 Model B Case,https://www.microcenter.com/product/461222/raspberry-pi-model-3-model-b-case,8.99,In Stock,Usually ships,Accessory,,Raspberry Pi,,8.99,False,True,
2025-10-15,991380,Raspberry Pi Model 3 Model B Case,https://www.microcenter.com/product/461222/raspberry-pi-model-3-model-b-case,8.99,In Stock,Usually ships,Accessory,,Raspberry Pi,,8.99,False,True,
2025-10-13,99788,Raspberry Pi 4 Model B;  Broadcom BCM2711 Quad core Cortex-A72 (ARM v8) 64-bit SoC;  8GB DDR4 RAM,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b,74.99,Buy In Store,Buy In Store,Pi 4,8.0,Raspberry Pi,,74.99,False,True,
2025-10-15,99788,Raspberry Pi 4 Model B;  Broadcom BCM2711 Quad core Cortex-A72 (ARM v8) 64-bit SoC;  8GB DDR4 RAM,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b,74.99,Buy In Store,Buy In Store,Pi 4,8.0,Raspberry Pi,,74.99,False,True,
2025-10-12,999001,Raspberry Pi 4 4GB Board,https://example.com/p1,54.99,In Stock,In stock,Pi 4,4.0,Raspberry Pi,,54.99,False,True,
2025-10-13,999001,Raspberry Pi 4 4GB Board,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b-4gb-single-board-computer,54.99,In Stock,In stock,Pi 4,4.0,Raspberry Pi,,54.99,False,True,
2025-10-14,999001,Raspberry Pi 4 4GB Board,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b-4gb-single-board-computer,54.99,In Stock,In stock,Pi 4,4.0,Raspberry Pi,54.99,54.99,False,True,0.0
2025-10-16,999001,Raspberry Pi 4 4GB Board,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b-4gb-single-board-computer,54.99,In Stock,In stock,Pi 4,4.0,Raspberry Pi,54.99,54.99,False,True,0.0
2025-10-17,999001,Raspberry Pi 4 4GB Board,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b-4gb-single-board-computer,54.99,In Stock,In stock,Pi 4,4.0,Raspberry Pi,54.99,54.99,False,True,0.0
2025-10-18,999001,Raspberry Pi 4 4GB Board,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b-4gb-single-board-computer,54.99,In Stock,In stock,Pi 4,4.0,Raspberry Pi,54.99,54.99,False,True,0.0
2025-10-19,999001,Raspberry Pi 4 4GB Board,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b-4gb-single-board-computer,54.99,In Stock,In stock,Pi 4,4.0,Raspberry Pi,54.99,54.99,False,True,0.0
2025-10-20,999001,Raspberry Pi 4 4GB Board,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b-4gb-single-board-computer,54.99,In Stock,In stock,Pi 4,4.0,Raspberry Pi,54.99,54.99,False,True,0.0
2025-10-21,999001,Raspberry Pi 4 4GB Board,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b-4gb-single-board-computer,54.99,In Stock,In stock,Pi 4,4.0,Raspberry Pi,54.99,54.99,False,True,0.0
2025-10-22,999001,Raspberry Pi 4 4GB Board,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b-4gb-single-board-computer,54.99,In Stock,In stock,Pi 4,4.0,Raspberry Pi,54.99,54.99,False,True,0.0
2025-10-23,999001,Raspberry Pi 4 4GB Board,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b-4gb-single-board-computer,54.99,In Stock,In stock,Pi 4,4.0,Raspberry Pi,54.99,54.99,False,True,0.0
2025-10-24,999001,Raspberry Pi 4 4GB Board,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b-4gb-single-board-computer,54.99,In Stock,In stock,Pi 4,4.0,Raspberry Pi,54.99,54.99,False,True,0.0
2025-10-25,999001,Raspberry Pi 4 4GB Board,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b-4gb-single-board-computer,54.99,In Stock,In stock,Pi 4,4.0,Raspberry Pi,54.99,54.99,False,True,0.0
2025-10-26,999001,Raspberry Pi 4 4GB Board,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b-4gb-single-board-computer,54.99,In Stock,In stock,Pi 4,4.0,Raspberry Pi,54.99,54.99,False,True,0.0
2025-10-27,999001,Raspberry Pi 4 4GB Board,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b-4gb-single-board-computer,54.99,In Stock,In stock,Pi 4,4.0,Raspberry Pi,54.99,54.99,False,True,0.0
2025-10-28,999001,Raspberry Pi 4 4GB Board,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b-4gb-single-board-computer,54.99,In Stock,In stock,Pi 4,4.0,Raspberry Pi,54.99,54.99,False,True,0.0
2025-10-29,999001,Raspberry Pi 4 4GB Board,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b-4gb-single-board-computer,54.99,In Stock,In stock,Pi 4,4.0,Raspberry Pi,54.99,54.99,False,True,0.0
2025-10-30,999001,Raspberry Pi 4 4GB Board,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b-4gb-single-board-computer,54.99,In Stock,In stock,Pi 4,4.0,Raspberry Pi,54.99,54.99,False,True,0.0
2025-10-31,999001,Raspberry Pi 4 4GB Board,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b-4gb-single-board-computer,54.99,In Stock,In stock,Pi 4,4.0,Raspberry Pi,54.99,54.99,False,True,0.0
2025-11-01,999001,Raspberry Pi 4 4GB Board,https://www.microcenter.com/product/622539/raspberry-pi-4-model-b-4gb-single-board-computer,54.99,In Stock,In stock,Pi 4,4.0,Raspberry Pi,54.99,54.99,False,True,0.0
2025-10-12,999002,Raspberry Pi 5 8GB Board,https://example.com/p2,79.99,Buy In Store,In-Store Only,Pi 5,8.0,Raspberry Pi,,79.99,False,True,
2025-10-13,999002,Raspberry Pi 5 8GB Board,https://www.microcenter.com/product/700975/raspberry-pi-5-8gb-single-board-computer,79.99,Buy In Store,In-Store Only,Pi 5,8.0,Raspberry Pi,,79.99,False,True,
2025-10-14,999002,Raspberry Pi 5 8GB Board,https://www.microcenter.com/product/700975/raspberry-pi-5-8gb-single-board-computer,79.99,Buy In Store,In-Store Only,Pi 5,8.0,Raspberry Pi,79.99,79.99,False,True,0.0
2025-10-16,999002,Raspberry Pi 5 8GB Board,https://www.microcenter.com/product/700975/raspberry-pi-5-8gb-single-board-computer,79.99,Buy In Store,In-Store Only,Pi 5,8.0,Raspberry Pi,79.99,79.99,False,True,0.0
2025-10-17,999002,Raspberry Pi 5 8GB Board,https://www.microcenter.com/product/700975/raspberry-pi-5-8gb-single-board-computer,79.99,Buy In Store,In-Store Only,Pi 5,8.0,Raspberry Pi,79.99,79.99,False,True,0.0
2025-10-18,999002,Raspberry Pi 5 8GB Board,https://www.microcenter.com/product/700975/raspberry-pi-5-8gb-single-board-computer,79.99,Buy In Store,In-Store Only,Pi 5,8.0,Raspberry Pi,79.99,79.99,False,True,0.0
2025-10-19,999002,Raspberry Pi 5 8GB Board,https://www.microcenter.com/product/700975/raspberry-pi-5-8gb-single-board-computer,79.99,Buy In Store,In-Store Only,Pi 5,8.0,Raspberry Pi,79.99,79.99,False,True,0.0
2025-10-20,999002,Raspberry Pi 5 8GB Board,https://www.microcenter.com/product/700975/raspberry-pi-5-8gb-single-board-computer,79.99,Buy In Store,In-Store Only,Pi 5,8.0,Raspberry Pi,79.99,79.99,False,True,0.0
2025-10-21,999002,Raspberry Pi 5 8GB Board,https://www.microcenter.com/product/700975/raspberry-pi-5-8gb-single-board-computer,79.99,Buy In Store,In-Store Only,Pi 5,8.0,Raspberry Pi,79.99,79.99,False,True,0.0
2025-10-22,999002,Raspberry Pi 5 8GB Board,https://www.microcenter.com/product/700975/raspberry-pi-5-8gb-single-board-computer,79.99,Buy In Store,In-Store Only,Pi 5,8.0,Raspberry Pi,79.99,79.99,False,True,0.0
2025-10-23,999002,Raspberry Pi 5 8GB Board,https://www.microcenter.com/product/700975/raspberry-pi-5-8gb-single-board-computer,79.99,Buy In Store,In-Store Only,Pi 5,8.0,Raspberry Pi,79.99,79.99,False,True,0.0
2025-10-24,999002,Raspberry Pi 5 8GB Board,https://www.microcenter.com/product/700975/raspberry-pi-5-8gb-single-board-computer,79.99,Buy In Store,In-Store Only,Pi 5,8.0,Raspberry Pi,79.99,79.99,False,True,0.0
2025-10-25,999002,Raspberry Pi 5 8GB Board,https://www.microcenter.com/product/700975/raspberry-pi-5-8gb-single-board-computer,79.99,Buy In Store,In-Store Only,Pi 5,8.0,Raspberry Pi,79.99,79.99,False,True,0.0
2025-10-26,999002,Raspberry Pi 5 8GB Board,https://www.microcenter.com/product/700975/raspberry-pi-5-8gb-single-board-computer,79.99,Buy In Store,In-Store Only,Pi 5,8.0,Raspberry Pi,79.99,79.99,False,True,0.0
2025-10-27,999002,Raspberry Pi 5 8GB Board,https://www.microcenter.com/product/700975/raspberry-pi-5-8gb-single-board-computer,79.99,Buy In Store,In-Store Only,Pi 5,8.0,Raspberry Pi,79.99,79.99,False,True,0.0
2025-10-28,999002,Raspberry Pi 5 8GB Board,https://www.microcenter.com/product/700975/raspberry-pi-5-8gb-single-board-computer,79.99,Buy In Store,In-Store Only,Pi 5,8.0,Raspberry Pi,79.99,79.99,False,True,0.0
2025-10-29,999002,Raspberry Pi 5 8GB Board,https://www.microcenter.com/product/700975/raspberry-pi-5-8gb-single-board-computer,79.99,Buy In Store,In-Store Only,Pi 5,8.0,Raspberry Pi,79.99,79.99,False,True,0.0
2025-10-30,999002,Raspberry Pi 5 8GB Board,https://www.microcenter.com/product/700975/raspberry-pi-5-8gb-single-board-computer,79.99,Buy In Store,In-Store Only,Pi 5,8.0,Raspberry Pi,79.99,79.99,False,True,0.0
2025-10-31,999002,Raspberry Pi 5 8GB Board,https://www.microcenter.com/product/700975/raspberry-pi-5-8gb-single-board-computer,79.99,Buy In Store,In-Store Only,Pi 5,8.0,Raspberry Pi,79.99,79.99,False,True,0.0
2025-11-01,999002,Raspberry Pi 5 8GB Board,https://www.microcenter.com/product/700975/raspberry-pi-5-8gb-single-board-computer,79.99,Buy In Store,In-Store Only,Pi 5,8.0,Raspberry Pi,79.99,79.99,False,True,0.0
2025-10-13,999003,Raspberry Pi 400 Personal Computer Kit,https://www.microcenter.com/product/630737/raspberry-pi-400-personal-computer-kit--us-keyboard-layout,99.99,In Stock,In stock,Pi 4,,Raspberry Pi,,99.99,False,True,
2025-10-14,999003,Raspberry Pi 400 Personal Computer Kit,https://www.microcenter.com/product/630737/raspberry-pi-400-personal-computer-kit--us-keyboard-layout,99.99,In Stock,In stock,Pi 4,,Raspberry Pi,,99.99,False,True,
2025-10-16,999003,Raspberry Pi 400 Personal Computer Kit,https://www.microcenter.com/product/630737/raspberry-pi-400-personal-computer-kit--us-keyboard-layout,99.99,In Stock,In stock,Pi 4,,Raspberry Pi,99.99,99.99,False,True,0.0
2025-10-17,999003,Raspberry Pi 400 Personal Computer Kit,https://www.microcenter.com/product/630737/raspberry-pi-400-personal-computer-kit--us-keyboard-layout,99.99,In Stock,In stock,Pi 4,,Raspberry Pi,99.99,99.99,False,True,0.0
2025-10-18,999003,Raspberry Pi 400 Personal Computer Kit,https://www.microcenter.com/product/630737/raspberry-pi-400-personal-computer-kit--us-keyboard-layout,99.99,In Stock,In stock,Pi 4,,Raspberry Pi,99.99,99.99,False,True,0.0
2025-10-19,999003,Raspberry Pi 400 Personal Computer Kit,https://www.microcenter.com/product/630737/raspberry-pi-400-personal-computer-kit--us-keyboard-layout,99.99,In Stock,In stock,Pi 4,,Raspberry Pi,99.99,99.99,False,True,0.0
2025-10-20,999003,Raspberry Pi 400 Personal Computer Kit,https://www.microcenter.com/product/630737/raspberry-pi-400-personal-computer-kit--us-keyboard-layout,99.99,In Stock,In stock,Pi 4,,Raspberry Pi,99.99,99.99,False,True,0.0
2025-10-21,999003,Raspberry Pi 400 Personal Computer Kit,https://www.microcenter.com/product/630737/raspberry-pi-400-personal-computer-kit--us-keyboard-layout,99.99,In Stock,In stock,Pi 4,,Raspberry Pi,99.99,99.99,False,True,0.0
2025-10-22,999003,Raspberry Pi 400 Personal Computer Kit,https://www.microcenter.com/product/630737/raspberry-pi-400-personal-computer-kit--us-keyboard-layout,99.99,In Stock,In stock,Pi 4,,Raspberry Pi,99.99,99.99,False,True,0.0
2025-10-23,999003,Raspberry Pi 400 Personal Computer Kit,https://www.microcenter.com/product/630737/raspberry-pi-400-personal-computer-kit--us-keyboard-layout,99.99,In Stock,In stock,Pi 4,,Raspberry Pi,99.99,99.99,False,True,0.0
2025-10-24,999003,Raspberry Pi 400 Personal Computer Kit,https://www.microcenter.com/product/630737/raspberry-pi-400-personal-computer-kit--us-keyboard-layout,99.99,In Stock,In stock,Pi 4,,Raspberry Pi,99.99,99.99,False,True,0.0
2025-10-25,999003,Raspberry Pi 400 Personal Computer Kit,https://www.microcenter.com/product/630737/raspberry-pi-400-personal-computer-kit--us-keyboard-layout,99.99,In Stock,In stock,Pi 4,,Raspberry Pi,99.99,99.99,False,True,0.0
2025-10-26,999003,Raspberry Pi 400 Personal Computer Kit,https://www.microcenter.com/product/630737/raspberry-pi-400-personal-computer-kit--us-keyboard-layout,99.99,In Stock,In stock,Pi 4,,Raspberry Pi,99.99,99.99,False,True,0.0
2025-10-27,999003,Raspberry Pi 400 Personal Computer Kit,https://www.microcenter.com/product/630737/raspberry-pi-400-personal-computer-kit--us-keyboard-layout,99.99,In Stock,In stock,Pi 4,,Raspberry Pi,99.99,99.99,False,True,0.0
2025-10-28,999003,Raspberry Pi 400 Personal Computer Kit,https://www.microcenter.com/product/630737/raspberry-pi-400-personal-computer-kit--us-keyboard-layout,99.99,In Stock,In stock,Pi 4,,Raspberry Pi,99.99,99.99,False,True,0.0
2025-10-29,999003,Raspberry Pi 400 Personal Computer Kit,https://www.microcenter.com/product/630737/raspberry-pi-400-personal-computer-kit--us-keyboard-layout,99.99,In Stock,In stock,Pi 4,,Raspberry Pi,99.99,99.99,False,True,0.0
2025-10-30,999003,Raspberry Pi 400 Personal Computer Kit,https://www.microcenter.com/product/630737/raspberry-pi-400-personal-computer-kit--us-keyboard-layout,99.99,In Stock,In stock,Pi 4,,Raspberry Pi,99.99,99.99,False,True,0.0
2025-10-31,999003,Raspberry Pi 400 Personal Computer Kit,https://www.microcenter.com/product/630737/raspberry-pi-400-personal-computer-kit--us-keyboard-layout,99.99,In Stock,In stock,Pi 4,,Raspberry Pi,99.99,99.99,False,True,0.0
2025-11-01,999003,Raspberry Pi 400 Personal Computer Kit,https://www.microcenter.com/product/630737/raspberry-pi-400-personal-computer-kit--us-keyboard-layout,99.99,In Stock,In stock,Pi 4,,Raspberry Pi,99.99,99.99,False,True,0.0
2025-10-13,999004,Raspberry Pi Pico W,https://www.microcenter.com/product/653129/raspberry-pi-pico-w-microcontroller,7.99,In Stock,In stock,Pico,,Raspberry Pi,,7.99,False,True,
2025-10-14,999004,Raspberry Pi Pico W,https://www.microcenter.com/product/653129/raspberry-pi-pico-w-microcontroller,7.99,In Stock,In stock,Pico,,Raspberry Pi,,7.99,False,True,
2025-10-16,999004,Raspberry Pi Pico W,https://www.microcenter.com/product/653129/raspberry-pi-pico-w-microcontroller,7.99,In Stock,In stock,Pico,,Raspberry Pi,7.99,7.99,False,True,0.0
2025-10-17,999004,Raspberry Pi Pico W,https://www.microcenter.com/product/653129/raspberry-pi-pico-w-microcontroller,7.99,In Stock,In stock,Pico,,Raspberry Pi,7.99,7.99,False,True,0.0
2025-10-18,999004,Raspberry Pi Pico W,https://www.microcenter.com/product/653129/raspberry-pi-pico-w-microcontroller,7.99,In Stock,In stock,Pico,,Raspberry Pi,7.99,7.99,False,True,0.0
2025-10-19,999004,Raspberry Pi Pico W,https://www.microcenter.com/product/653129/raspberry-pi-pico-w-microcontroller,7.99,In Stock,In stock,Pico,,Raspberry Pi,7.99,7.99,False,True,0.0
2025-10-20,999004,Raspberry Pi Pico W,https://www.microcenter.com/product/653129/raspberry-pi-pico-w-microcontroller,7.99,In Stock,In stock,Pico,,Raspberry Pi,7.99,7.99,False,True,0.0
2025-10-21,999004,Raspberry Pi Pico W,https://www.microcenter.com/product/653129/raspberry-pi-pico-w-microcontroller,7.99,In Stock,In stock,Pico,,Raspberry Pi,7.99,7.99,False,True,0.0
2025-10-22,999004,Raspberry Pi Pico W,https://www.microcenter.com/product/653129/raspberry-pi-pico-w-microcontroller,7.99,In Stock,In stock,Pico,,Raspberry Pi,7.99,7.99,False,True,0.0
2025-10-23,999004,Raspberry Pi Pico W,https://www.microcenter.com/product/653129/raspberry-pi-pico-w-microcontroller,7.99,In Stock,In stock,Pico,,Raspberry Pi,7.99,7.99,False,True,0.0
2025-10-24,999004,Raspberry Pi Pico W,https://www.microcenter.com/product/653129/raspberry-pi-pico-w-microcontroller,7.99,In Stock,In stock,Pico,,Raspberry Pi,7.99,7.99,False,True,0.0
2025-10-25,999004,Raspberry Pi Pico W,https://www.microcenter.com/product/653129/raspberry-pi-pico-w-microcontroller,7.99,In Stock,In stock,Pico,,Raspberry Pi,7.99,7.99,False,True,0.0
2025-10-26,999004,Raspberry Pi Pico W,https://www.microcenter.com/product/653129/raspberry-pi-pico-w-microcontroller,7.99,In Stock,In stock,Pico,,Raspberry Pi,7.99,7.99,False,True,0.0
2025-10-27,999004,Raspberry Pi Pico W,https://www.microcenter.com/product/653129/raspberry-pi-pico-w-microcontroller,7.99,In Stock,In stock,Pico,,Raspberry Pi,7.99,7.99,False,True,0.0
2025-10-28,999004,Raspberry Pi Pico W,https://www.microcenter.com/product/653129/raspberry-pi-pico-w-microcontroller,7.99,In Stock,In stock,Pico,,Raspberry Pi,7.99,7.99,False,True,0.0
2025-10-29,999004,Raspberry Pi Pico W,https://www.microcenter.com/product/653129/raspberry-pi-pico-w-microcontroller,7.99,In Stock,In stock,Pico,,Raspberry Pi,7.99,7.99,False,True,0.0
2025-10-30,999004,Raspberry Pi Pico W,https://www.microcenter.com/product/653129/raspberry-pi-pico-w-microcontroller,7.99,In Stock,In stock,Pico,,Raspberry Pi,7.99,7.99,False,True,0.0
2025-10-31,999004,Raspberry Pi Pico W,https://www.microcenter.com/product/653129/raspberry-pi-pico-w-microcontroller,7.99,In Stock,In stock,Pico,,Raspberry Pi,7.99,7.99,False,True,0.0
2025-11-01,999004,Raspberry Pi Pico W,https://www.microcenter.com/product/653129/raspberry-pi-pico-w-microcontroller,7.99,In Stock,In stock,Pico,,Raspberry Pi,7.99,7.99,False,True,0.0
